r,m,c,t,value
ROW,Ni,scrap,1845,0.0
ROW,Sn,concentrate,1845,0.0
ROW,Sn,refined_metal,1845,0.0
ROW,Sn,scrap,1845,0.0
EU27,Zn,concentrate,1846,0.0
EU27,Zn,refined_metal,1846,0.0
EU27,Zn,scrap,1846,0.0
EU27,Ni,concentrate,1846,0.0
EU27,Ni,refined_metal,1846,0.0
EU27,Ni,scrap,1846,0.0
EU27,Sn,concentrate,1846,0.0
EU27,Sn,refined_metal,1846,0.0
EU27,Sn,scrap,1846,0.0
CHN,Zn,concentrate,1846,0.0
CHN,Zn,refined_metal,1846,0.0
CHN,Zn,scrap,1846,0.0
CHN,Ni,concentrate,1846,0.0
CHN,Ni,refined_metal,1846,0.0
CHN,Ni,scrap,1846,0.0
CHN,Sn,concentrate,1846,0.0
CHN,Sn,refined_metal,1846,0.0
CHN,Sn,scrap,1846,0.0
ROW,Zn,concentrate,1846,0.0
ROW,Zn,refined_metal,1846,0.0
ROW,Zn,scrap,1846,0.0
ROW,Ni,concentrate,1846,0.0
ROW,Ni,refined_metal,1846,0.0
ROW,Ni,scrap,1846,0.0
ROW,Sn,concentrate,1846,0.0
ROW,Sn,refined_metal,1846,0.0
ROW,Sn,scrap,1846,0.0
EU27,Zn,concentrate,1847,0.0
EU27,Zn,refined_metal,1847,0.0
EU27,Zn,scrap,1847,0.0
EU27,Ni,concentrate,1847,0.0
EU27,Ni,refined_metal,1847,0.0
EU27,Ni,scrap,1847,0.0
EU27,Sn,concentrate,1847,0.0
EU27,Sn,refined_metal,1847,0.0
EU27,Sn,scrap,1847,0.0
CHN,Zn,concentrate,1847,0.0
CHN,Zn,refined_metal,1847,0.0
CHN,Zn,scrap,1847,0.0
CHN,Ni,concentrate,1847,0.0
CHN,Ni,refined_metal,1847,0.0
CHN,Ni,scrap,1847,0.0
CHN,Sn,concentrate,1847,0.0
CHN,Sn,refined_metal,1847,0.0
CHN,Sn,scrap,1847,0.0
ROW,Zn,concentrate,1847,0.0
ROW,Zn,refined_metal,1847,0.0
ROW,Zn,scrap,1847,0.0
ROW,Ni,concentrate,1847,0.0
ROW,Ni,refined_metal,1847,0.0
ROW,Ni,scrap,1847,0.0
ROW,Sn,concentrate,1847,0.0
ROW,Sn,refined_metal,1847,0.0
ROW,Sn,scrap,1847,0.0
EU27,Zn,concentrate,1848,0.0
EU27,Zn,refined_metal,1848,0.0
EU27,Zn,scrap,1848,0.0
EU27,Ni,concentrate,1848,0.0
EU27,Ni,refined_metal,1848,0.0
EU27,Ni,scrap,1848,0.0
EU27,Sn,concentrate,1848,0.0
EU27,Sn,refined_metal,1848,0.0
EU27,Sn,scrap,1848,0.0
CHN,Zn,concentrate,1848,0.0
CHN,Zn,refined_metal,1848,0.0
CHN,Zn,scrap,1848,0.0
CHN,Ni,concentrate,1848,0.0
CHN,Ni,refined_metal,1848,0.0
CHN,Ni,scrap,1848,0.0
CHN,Sn,concentrate,1848,0.0
CHN,Sn,refined_metal,1848,0.0
CHN,Sn,scrap,1848,0.0
ROW,Zn,concentrate,1848,0.0
ROW,Zn,refined_metal,1848,0.0
ROW,Zn,scrap,1848,0.0
ROW,Ni,concentrate,1848,0.0
ROW,Ni,refined_metal,1848,0.0
ROW,Ni,scrap,1848,0.0
ROW,Sn,concentrate,1848,0.0
ROW,Sn,refined_metal,1848,0.0
ROW,Sn,scrap,1848,0.0
EU27,Zn,concentrate,1849,0.0
EU27,Zn,refined_metal,1849,0.0
EU27,Zn,scrap,1849,0.0
EU27,Ni,concentrate,1849,0.0
EU27,Ni,refined_metal,1849,0.0
EU27,Ni,scrap,1849,0.0
EU27,Sn,concentrate,1849,0.0
EU27,Sn,refined_metal,1849,0.0
EU27,Sn,scrap,1849,0.0
CHN,Zn,concentrate,1849,0.0
CHN,Zn,refined_metal,1849,0.0
CHN,Zn,scrap,1849,0.0
CHN,Ni,concentrate,1849,0.0
CHN,Ni,refined_metal,1849,0.0
CHN,Ni,scrap,1849,0.0
CHN,Sn,concentrate,1849,0.0
CHN,Sn,refined_metal,1849,0.0
CHN,Sn,scrap,1849,0.0
ROW,Zn,concentrate,1849,0.0
ROW,Zn,refined_metal,1849,0.0
ROW,Zn,scrap,1849,0.0
ROW,Ni,concentrate,1849,0.0
ROW,Ni,refined_metal,1849,0.0
ROW,Ni,scrap,1849,0.0
ROW,Sn,concentrate,1849,0.0
ROW,Sn,refined_metal,1849,0.0
ROW,Sn,scrap,1849,0.0
EU27,Zn,concentrate,1850,0.0
EU27,Zn,refined_metal,1850,0.0
EU27,Zn,scrap,1850,0.0
EU27,Ni,concentrate,1850,0.0
EU27,Ni,refined_metal,1850,0.0
EU27,Ni,scrap,1850,0.0
EU27,Sn,concentrate,1850,0.0
EU27,Sn,refined_metal,1850,0.0
EU27,Sn,scrap,1850,0.0
CHN,Zn,concentrate,1850,0.0
CHN,Zn,refined_metal,1850,0.0
CHN,Zn,scrap,1850,0.0
CHN,Ni,concentrate,1850,0.0
CHN,Ni,refined_metal,1850,0.0
CHN,Ni,scrap,1850,0.0
CHN,Sn,concentrate,1850,0.0
CHN,Sn,refined_metal,1850,0.0
CHN,Sn,scrap,1850,0.0
ROW,Zn,concentrate,1850,0.0
ROW,Zn,refined_metal,1850,0.0
ROW,Zn,scrap,1850,0.0
ROW,Ni,concentrate,1850,0.0
ROW,Ni,refined_metal,1850,0.0
ROW,Ni,scrap,1850,0.0
ROW,Sn,concentrate,1850,0.0
ROW,Sn,refined_metal,1850,0.0
ROW,Sn,scrap,1850,0.0
EU27,Zn,concentrate,1851,0.0
EU27,Zn,refined_metal,1851,0.0
EU27,Zn,scrap,1851,0.0
EU27,Ni,concentrate,1851,0.0
EU27,Ni,refined_metal,1851,0.0
EU27,Ni,scrap,1851,0.0
EU27,Sn,concentrate,1851,0.0
EU27,Sn,refined_metal,1851,0.0
EU27,Sn,scrap,1851,0.0
CHN,Zn,concentrate,1851,0.0
CHN,Zn,refined_metal,1851,0.0
CHN,Zn,scrap,1851,0.0
CHN,Ni,concentrate,1851,0.0
CHN,Ni,refined_metal,1851,0.0
CHN,Ni,scrap,1851,0.0
CHN,Sn,concentrate,1851,0.0
CHN,Sn,refined_metal,1851,0.0
CHN,Sn,scrap,1851,0.0
ROW,Zn,concentrate,1851,0.0
ROW,Zn,refined_metal,1851,0.0
ROW,Zn,scrap,1851,0.0
ROW,Ni,concentrate,1851,0.0
ROW,Ni,refined_metal,1851,0.0
ROW,Ni,scrap,1851,0.0
ROW,Sn,concentrate,1851,0.0
ROW,Sn,refined_metal,1851,0.0
ROW,Sn,scrap,1851,0.0
EU27,Zn,concentrate,1852,0.0
EU27,Zn,refined_metal,1852,0.0
EU27,Zn,scrap,1852,0.0
EU27,Ni,concentrate,1852,0.0
EU27,Ni,refined_metal,1852,0.0
EU27,Ni,scrap,1852,0.0
EU27,Sn,concentrate,1852,0.0
EU27,Sn,refined_metal,1852,0.0
EU27,Sn,scrap,1852,0.0
CHN,Zn,concentrate,1852,0.0
CHN,Zn,refined_metal,1852,0.0
CHN,Zn,scrap,1852,0.0
CHN,Ni,concentrate,1852,0.0
CHN,Ni,refined_metal,1852,0.0
CHN,Ni,scrap,1852,0.0
CHN,Sn,concentrate,1852,0.0
CHN,Sn,refined_metal,1852,0.0
CHN,Sn,scrap,1852,0.0
ROW,Zn,concentrate,1852,0.0
ROW,Zn,refined_metal,1852,0.0
ROW,Zn,scrap,1852,0.0
ROW,Ni,concentrate,1852,0.0
ROW,Ni,refined_metal,1852,0.0
ROW,Ni,scrap,1852,0.0
ROW,Sn,concentrate,1852,0.0
ROW,Sn,refined_metal,1852,0.0
ROW,Sn,scrap,1852,0.0
EU27,Zn,concentrate,1853,0.0
EU27,Zn,refined_metal,1853,0.0
EU27,Zn,scrap,1853,0.0
EU27,Ni,concentrate,1853,0.0
EU27,Ni,refined_metal,1853,0.0
EU27,Ni,scrap,1853,0.0
EU27,Sn,concentrate,1853,0.0
EU27,Sn,refined_metal,1853,0.0
EU27,Sn,scrap,1853,0.0
CHN,Zn,concentrate,1853,0.0
CHN,Zn,refined_metal,1853,0.0
CHN,Zn,scrap,1853,0.0
CHN,Ni,concentrate,1853,0.0
CHN,Ni,refined_metal,1853,0.0
CHN,Ni,scrap,1853,0.0
CHN,Sn,concentrate,1853,0.0
CHN,Sn,refined_metal,1853,0.0
CHN,Sn,scrap,1853,0.0
ROW,Zn,concentrate,1853,0.0
ROW,Zn,refined_metal,1853,0.0
ROW,Zn,scrap,1853,0.0
ROW,Ni,concentrate,1853,0.0
ROW,Ni,refined_metal,1853,0.0
ROW,Ni,scrap,1853,0.0
ROW,Sn,concentrate,1853,0.0
ROW,Sn,refined_metal,1853,0.0
ROW,Sn,scrap,1853,0.0
EU27,Zn,concentrate,1854,0.0
EU27,Zn,refined_metal,1854,0.0
EU27,Zn,scrap,1854,0.0
EU27,Ni,concentrate,1854,0.0
EU27,Ni,refined_metal,1854,0.0
EU27,Ni,scrap,1854,0.0
EU27,Sn,concentrate,1854,0.0
EU27,Sn,refined_metal,1854,0.0
EU27,Sn,scrap,1854,0.0
CHN,Zn,concentrate,1854,0.0
CHN,Zn,refined_metal,1854,0.0
CHN,Zn,scrap,1854,0.0
CHN,Ni,concentrate,1854,0.0
CHN,Ni,refined_metal,1854,0.0
CHN,Ni,scrap,1854,0.0
CHN,Sn,concentrate,1854,0.0
CHN,Sn,refined_metal,1854,0.0
CHN,Sn,scrap,1854,0.0
ROW,Zn,concentrate,1854,0.0
ROW,Zn,refined_metal,1854,0.0
ROW,Zn,scrap,1854,0.0
ROW,Ni,concentrate,1854,0.0
ROW,Ni,refined_metal,1854,0.0
ROW,Ni,scrap,1854,0.0
ROW,Sn,concentrate,1854,0.0
ROW,Sn,refined_metal,1854,0.0
ROW,Sn,scrap,1854,0.0
EU27,Zn,concentrate,1855,0.0
EU27,Zn,refined_metal,1855,0.0
EU27,Zn,scrap,1855,0.0
EU27,Ni,concentrate,1855,0.0
EU27,Ni,refined_metal,1855,0.0
EU27,Ni,scrap,1855,0.0
EU27,Sn,concentrate,1855,0.0
EU27,Sn,refined_metal,1855,0.0
EU27,Sn,scrap,1855,0.0
CHN,Zn,concentrate,1855,0.0
CHN,Zn,refined_metal,1855,0.0
CHN,Zn,scrap,1855,0.0
CHN,Ni,concentrate,1855,0.0
CHN,Ni,refined_metal,1855,0.0
CHN,Ni,scrap,1855,0.0
CHN,Sn,concentrate,1855,0.0
CHN,Sn,refined_metal,1855,0.0
CHN,Sn,scrap,1855,0.0
ROW,Zn,concentrate,1855,0.0
ROW,Zn,refined_metal,1855,0.0
ROW,Zn,scrap,1855,0.0
ROW,Ni,concentrate,1855,0.0
ROW,Ni,refined_metal,1855,0.0
ROW,Ni,scrap,1855,0.0
ROW,Sn,concentrate,1855,0.0
ROW,Sn,refined_metal,1855,0.0
ROW,Sn,scrap,1855,0.0
EU27,Zn,concentrate,1856,0.0
EU27,Zn,refined_metal,1856,0.0
EU27,Zn,scrap,1856,0.0
EU27,Ni,concentrate,1856,0.0
EU27,Ni,refined_metal,1856,0.0
EU27,Ni,scrap,1856,0.0
EU27,Sn,concentrate,1856,0.0
EU27,Sn,refined_metal,1856,0.0
EU27,Sn,scrap,1856,0.0
CHN,Zn,concentrate,1856,0.0
CHN,Zn,refined_metal,1856,0.0
CHN,Zn,scrap,1856,0.0
CHN,Ni,concentrate,1856,0.0
CHN,Ni,refined_metal,1856,0.0
CHN,Ni,scrap,1856,0.0
CHN,Sn,concentrate,1856,0.0
CHN,Sn,refined_metal,1856,0.0
CHN,Sn,scrap,1856,0.0
ROW,Zn,concentrate,1856,0.0
ROW,Zn,refined_metal,1856,0.0
ROW,Zn,scrap,1856,0.0
ROW,Ni,concentrate,1856,0.0
ROW,Ni,refined_metal,1856,0.0
ROW,Ni,scrap,1856,0.0
ROW,Sn,concentrate,1856,0.0
ROW,Sn,refined_metal,1856,0.0
ROW,Sn,scrap,1856,0.0
EU27,Zn,concentrate,1857,0.0
EU27,Zn,refined_metal,1857,0.0
EU27,Zn,scrap,1857,0.0
EU27,Ni,concentrate,1857,0.0
EU27,Ni,refined_metal,1857,0.0
EU27,Ni,scrap,1857,0.0
EU27,Sn,concentrate,1857,0.0
EU27,Sn,refined_metal,1857,0.0
EU27,Sn,scrap,1857,0.0
CHN,Zn,concentrate,1857,0.0
CHN,Zn,refined_metal,1857,0.0
CHN,Zn,scrap,1857,0.0
CHN,Ni,concentrate,1857,0.0
CHN,Ni,refined_metal,1857,0.0
CHN,Ni,scrap,1857,0.0
CHN,Sn,concentrate,1857,0.0
CHN,Sn,refined_metal,1857,0.0
CHN,Sn,scrap,1857,0.0
ROW,Zn,concentrate,1857,0.0
ROW,Zn,refined_metal,1857,0.0
ROW,Zn,scrap,1857,0.0
ROW,Ni,concentrate,1857,0.0
ROW,Ni,refined_metal,1857,0.0
ROW,Ni,scrap,1857,0.0
ROW,Sn,concentrate,1857,0.0
ROW,Sn,refined_metal,1857,0.0
ROW,Sn,scrap,1857,0.0
EU27,Zn,concentrate,1858,0.0
EU27,Zn,refined_metal,1858,0.0
EU27,Zn,scrap,1858,0.0
EU27,Ni,concentrate,1858,0.0
EU27,Ni,refined_metal,1858,0.0
EU27,Ni,scrap,1858,0.0
EU27,Sn,concentrate,1858,0.0
EU27,Sn,refined_metal,1858,0.0
EU27,Sn,scrap,1858,0.0
CHN,Zn,concentrate,1858,0.0
CHN,Zn,refined_metal,1858,0.0
CHN,Zn,scrap,1858,0.0
CHN,Ni,concentrate,1858,0.0
CHN,Ni,refined_metal,1858,0.0
CHN,Ni,scrap,1858,0.0
CHN,Sn,concentrate,1858,0.0
CHN,Sn,refined_metal,1858,0.0
CHN,Sn,scrap,1858,0.0
ROW,Zn,concentrate,1858,0.0
ROW,Zn,refined_metal,1858,0.0
ROW,Zn,scrap,1858,0.0
ROW,Ni,concentrate,1858,0.0
ROW,Ni,refined_metal,1858,0.0
ROW,Ni,scrap,1858,0.0
ROW,Sn,concentrate,1858,0.0
ROW,Sn,refined_metal,1858,0.0
ROW,Sn,scrap,1858,0.0
EU27,Zn,concentrate,1859,0.0
EU27,Zn,refined_metal,1859,0.0
EU27,Zn,scrap,1859,0.0
EU27,Ni,concentrate,1859,0.0
EU27,Ni,refined_metal,1859,0.0
EU27,Ni,scrap,1859,0.0
EU27,Sn,concentrate,1859,0.0
EU27,Sn,refined_metal,1859,0.0
EU27,Sn,scrap,1859,0.0
CHN,Zn,concentrate,1859,0.0
CHN,Zn,refined_metal,1859,0.0
CHN,Zn,scrap,1859,0.0
CHN,Ni,concentrate,1859,0.0
CHN,Ni,refined_metal,1859,0.0
CHN,Ni,scrap,1859,0.0
CHN,Sn,concentrate,1859,0.0
CHN,Sn,refined_metal,1859,0.0
CHN,Sn,scrap,1859,0.0
ROW,Zn,concentrate,1859,0.0
ROW,Zn,refined_metal,1859,0.0
ROW,Zn,scrap,1859,0.0
ROW,Ni,concentrate,1859,0.0
ROW,Ni,refined_metal,1859,0.0
ROW,Ni,scrap,1859,0.0
ROW,Sn,concentrate,1859,0.0
ROW,Sn,refined_metal,1859,0.0
ROW,Sn,scrap,1859,0.0
EU27,Zn,concentrate,1860,0.0
EU27,Zn,refined_metal,1860,0.0
EU27,Zn,scrap,1860,0.0
EU27,Ni,concentrate,1860,0.0
EU27,Ni,refined_metal,1860,0.0
EU27,Ni,scrap,1860,0.0
EU27,Sn,concentrate,1860,0.0
EU27,Sn,refined_metal,1860,0.0
EU27,Sn,scrap,1860,0.0
CHN,Zn,concentrate,1860,0.0
CHN,Zn,refined_metal,1860,0.0
CHN,Zn,scrap,1860,0.0
CHN,Ni,concentrate,1860,0.0
CHN,Ni,refined_metal,1860,0.0
CHN,Ni,scrap,1860,0.0
CHN,Sn,concentrate,1860,0.0
CHN,Sn,refined_metal,1860,0.0
CHN,Sn,scrap,1860,0.0
ROW,Zn,concentrate,1860,0.0
ROW,Zn,refined_metal,1860,0.0
ROW,Zn,scrap,1860,0.0
ROW,Ni,concentrate,1860,0.0
ROW,Ni,refined_metal,1860,0.0
ROW,Ni,scrap,1860,0.0
ROW,Sn,concentrate,1860,0.0
ROW,Sn,refined_metal,1860,0.0
ROW,Sn,scrap,1860,0.0
EU27,Zn,concentrate,1861,0.0
EU27,Zn,refined_metal,1861,0.0
EU27,Zn,scrap,1861,0.0
EU27,Ni,concentrate,1861,0.0
EU27,Ni,refined_metal,1861,0.0
EU27,Ni,scrap,1861,0.0
EU27,Sn,concentrate,1861,0.0
EU27,Sn,refined_metal,1861,0.0
EU27,Sn,scrap,1861,0.0
CHN,Zn,concentrate,1861,0.0
CHN,Zn,refined_metal,1861,0.0
CHN,Zn,scrap,1861,0.0
CHN,Ni,concentrate,1861,0.0
CHN,Ni,refined_metal,1861,0.0
CHN,Ni,scrap,1861,0.0
CHN,Sn,concentrate,1861,0.0
CHN,Sn,refined_metal,1861,0.0
CHN,Sn,scrap,1861,0.0
ROW,Zn,concentrate,1861,0.0
ROW,Zn,refined_metal,1861,0.0
ROW,Zn,scrap,1861,0.0
ROW,Ni,concentrate,1861,0.0
ROW,Ni,refined_metal,1861,0.0
ROW,Ni,scrap,1861,0.0
ROW,Sn,concentrate,1861,0.0
ROW,Sn,refined_metal,1861,0.0
ROW,Sn,scrap,1861,0.0
EU27,Zn,concentrate,1862,0.0
EU27,Zn,refined_metal,1862,0.0
EU27,Zn,scrap,1862,0.0
EU27,Ni,concentrate,1862,0.0
EU27,Ni,refined_metal,1862,0.0
EU27,Ni,scrap,1862,0.0
EU27,Sn,concentrate,1862,0.0
EU27,Sn,refined_metal,1862,0.0
EU27,Sn,scrap,1862,0.0
CHN,Zn,concentrate,1862,0.0
CHN,Zn,refined_metal,1862,0.0
CHN,Zn,scrap,1862,0.0
CHN,Ni,concentrate,1862,0.0
CHN,Ni,refined_metal,1862,0.0
CHN,Ni,scrap,1862,0.0
CHN,Sn,concentrate,1862,0.0
CHN,Sn,refined_metal,1862,0.0
CHN,Sn,scrap,1862,0.0
ROW,Zn,concentrate,1862,0.0
ROW,Zn,refined_metal,1862,0.0
ROW,Zn,scrap,1862,0.0
ROW,Ni,concentrate,1862,0.0
ROW,Ni,refined_metal,1862,0.0
ROW,Ni,scrap,1862,0.0
ROW,Sn,concentrate,1862,0.0
ROW,Sn,refined_metal,1862,0.0
ROW,Sn,scrap,1862,0.0
EU27,Zn,concentrate,1863,0.0
EU27,Zn,refined_metal,1863,0.0
EU27,Zn,scrap,1863,0.0
EU27,Ni,concentrate,1863,0.0
EU27,Ni,refined_metal,1863,0.0
EU27,Ni,scrap,1863,0.0
EU27,Sn,concentrate,1863,0.0
EU27,Sn,refined_metal,1863,0.0
EU27,Sn,scrap,1863,0.0
CHN,Zn,concentrate,1863,0.0
CHN,Zn,refined_metal,1863,0.0
CHN,Zn,scrap,1863,0.0
CHN,Ni,concentrate,1863,0.0
CHN,Ni,refined_metal,1863,0.0
CHN,Ni,scrap,1863,0.0
CHN,Sn,concentrate,1863,0.0
CHN,Sn,refined_metal,1863,0.0
CHN,Sn,scrap,1863,0.0
ROW,Zn,concentrate,1863,0.0
ROW,Zn,refined_metal,1863,0.0
ROW,Zn,scrap,1863,0.0
ROW,Ni,concentrate,1863,0.0
ROW,Ni,refined_metal,1863,0.0
ROW,Ni,scrap,1863,0.0
ROW,Sn,concentrate,1863,0.0
ROW,Sn,refined_metal,1863,0.0
ROW,Sn,scrap,1863,0.0
EU27,Zn,concentrate,1864,0.0
EU27,Zn,refined_metal,1864,0.0
EU27,Zn,scrap,1864,0.0
EU27,Ni,concentrate,1864,0.0
EU27,Ni,refined_metal,1864,0.0
EU27,Ni,scrap,1864,0.0
EU27,Sn,concentrate,1864,0.0
EU27,Sn,refined_metal,1864,0.0
EU27,Sn,scrap,1864,0.0
CHN,Zn,concentrate,1864,0.0
CHN,Zn,refined_metal,1864,0.0
CHN,Zn,scrap,1864,0.0
CHN,Ni,concentrate,1864,0.0
CHN,Ni,refined_metal,1864,0.0
CHN,Ni,scrap,1864,0.0
CHN,Sn,concentrate,1864,0.0
CHN,Sn,refined_metal,1864,0.0
CHN,Sn,scrap,1864,0.0
ROW,Zn,concentrate,1864,0.0
ROW,Zn,refined_metal,1864,0.0
ROW,Zn,scrap,1864,0.0
ROW,Ni,concentrate,1864,0.0
ROW,Ni,refined_metal,1864,0.0
ROW,Ni,scrap,1864,0.0
ROW,Sn,concentrate,1864,0.0
ROW,Sn,refined_metal,1864,0.0
ROW,Sn,scrap,1864,0.0
EU27,Zn,concentrate,1865,0.0
EU27,Zn,refined_metal,1865,0.0
EU27,Zn,scrap,1865,0.0
EU27,Ni,concentrate,1865,0.0
EU27,Ni,refined_metal,1865,0.0
EU27,Ni,scrap,1865,0.0
EU27,Sn,concentrate,1865,0.0
EU27,Sn,refined_metal,1865,0.0
EU27,Sn,scrap,1865,0.0
CHN,Zn,concentrate,1865,0.0
CHN,Zn,refined_metal,1865,0.0
CHN,Zn,scrap,1865,0.0
CHN,Ni,concentrate,1865,0.0
CHN,Ni,refined_metal,1865,0.0
CHN,Ni,scrap,1865,0.0
CHN,Sn,concentrate,1865,0.0
CHN,Sn,refined_metal,1865,0.0
CHN,Sn,scrap,1865,0.0
ROW,Zn,concentrate,1865,0.0
ROW,Zn,refined_metal,1865,0.0
ROW,Zn,scrap,1865,0.0
ROW,Ni,concentrate,1865,0.0
ROW,Ni,refined_metal,1865,0.0
ROW,Ni,scrap,1865,0.0
ROW,Sn,concentrate,1865,0.0
ROW,Sn,refined_metal,1865,0.0
ROW,Sn,scrap,1865,0.0
EU27,Zn,concentrate,1866,0.0
EU27,Zn,refined_metal,1866,0.0
EU27,Zn,scrap,1866,0.0
EU27,Ni,concentrate,1866,0.0
EU27,Ni,refined_metal,1866,0.0
EU27,Ni,scrap,1866,0.0
EU27,Sn,concentrate,1866,0.0
EU27,Sn,refined_metal,1866,0.0
EU27,Sn,scrap,1866,0.0
CHN,Zn,concentrate,1866,0.0
CHN,Zn,refined_metal,1866,0.0
CHN,Zn,scrap,1866,0.0
CHN,Ni,concentrate,1866,0.0
CHN,Ni,refined_metal,1866,0.0
CHN,Ni,scrap,1866,0.0
CHN,Sn,concentrate,1866,0.0
CHN,Sn,refined_metal,1866,0.0
CHN,Sn,scrap,1866,0.0
ROW,Zn,concentrate,1866,0.0
ROW,Zn,refined_metal,1866,0.0
ROW,Zn,scrap,1866,0.0
ROW,Ni,concentrate,1866,0.0
ROW,Ni,refined_metal,1866,0.0
ROW,Ni,scrap,1866,0.0
ROW,Sn,concentrate,1866,0.0
ROW,Sn,refined_metal,1866,0.0
ROW,Sn,scrap,1866,0.0
EU27,Zn,concentrate,1867,0.0
EU27,Zn,refined_metal,1867,0.0
EU27,Zn,scrap,1867,0.0
EU27,Ni,concentrate,1867,0.0
EU27,Ni,refined_metal,1867,0.0
EU27,Ni,scrap,1867,0.0
EU27,Sn,concentrate,1867,0.0
EU27,Sn,refined_metal,1867,0.0
EU27,Sn,scrap,1867,0.0
CHN,Zn,concentrate,1867,0.0
CHN,Zn,refined_metal,1867,0.0
CHN,Zn,scrap,1867,0.0
CHN,Ni,concentrate,1867,0.0
CHN,Ni,refined_metal,1867,0.0
CHN,Ni,scrap,1867,0.0
CHN,Sn,concentrate,1867,0.0
CHN,Sn,refined_metal,1867,0.0
CHN,Sn,scrap,1867,0.0
ROW,Zn,concentrate,1867,0.0
ROW,Zn,refined_metal,1867,0.0
ROW,Zn,scrap,1867,0.0
ROW,Ni,concentrate,1867,0.0
ROW,Ni,refined_metal,1867,0.0
ROW,Ni,scrap,1867,0.0
ROW,Sn,concentrate,1867,0.0
ROW,Sn,refined_metal,1867,0.0
ROW,Sn,scrap,1867,0.0
EU27,Zn,concentrate,1868,0.0
EU27,Zn,refined_metal,1868,0.0
EU27,Zn,scrap,1868,0.0
EU27,Ni,concentrate,1868,0.0
EU27,Ni,refined_metal,1868,0.0
EU27,Ni,scrap,1868,0.0
EU27,Sn,concentrate,1868,0.0
EU27,Sn,refined_metal,1868,0.0
EU27,Sn,scrap,1868,0.0
CHN,Zn,concentrate,1868,0.0
CHN,Zn,refined_metal,1868,0.0
CHN,Zn,scrap,1868,0.0
CHN,Ni,concentrate,1868,0.0
CHN,Ni,refined_metal,1868,0.0
CHN,Ni,scrap,1868,0.0
CHN,Sn,concentrate,1868,0.0
CHN,Sn,refined_metal,1868,0.0
CHN,Sn,scrap,1868,0.0
ROW,Zn,concentrate,1868,0.0
ROW,Zn,refined_metal,1868,0.0
ROW,Zn,scrap,1868,0.0
ROW,Ni,concentrate,1868,0.0
ROW,Ni,refined_metal,1868,0.0
ROW,Ni,scrap,1868,0.0
ROW,Sn,concentrate,1868,0.0
ROW,Sn,refined_metal,1868,0.0
ROW,Sn,scrap,1868,0.0
EU27,Zn,concentrate,1869,0.0
EU27,Zn,refined_metal,1869,0.0
EU27,Zn,scrap,1869,0.0
EU27,Ni,concentrate,1869,0.0
EU27,Ni,refined_metal,1869,0.0
EU27,Ni,scrap,1869,0.0
EU27,Sn,concentrate,1869,0.0
EU27,Sn,refined_metal,1869,0.0
EU27,Sn,scrap,1869,0.0
CHN,Zn,concentrate,1869,0.0
CHN,Zn,refined_metal,1869,0.0
CHN,Zn,scrap,1869,0.0
CHN,Ni,concentrate,1869,0.0
CHN,Ni,refined_metal,1869,0.0
CHN,Ni,scrap,1869,0.0
CHN,Sn,concentrate,1869,0.0
CHN,Sn,refined_metal,1869,0.0
CHN,Sn,scrap,1869,0.0
ROW,Zn,concentrate,1869,0.0
ROW,Zn,refined_metal,1869,0.0
ROW,Zn,scrap,1869,0.0
ROW,Ni,concentrate,1869,0.0
ROW,Ni,refined_metal,1869,0.0
ROW,Ni,scrap,1869,0.0
ROW,Sn,concentrate,1869,0.0
ROW,Sn,refined_metal,1869,0.0
ROW,Sn,scrap,1869,0.0
EU27,Zn,concentrate,1870,0.0
EU27,Zn,refined_metal,1870,0.0
EU27,Zn,scrap,1870,0.0
EU27,Ni,concentrate,1870,0.0
EU27,Ni,refined_metal,1870,0.0
EU27,Ni,scrap,1870,0.0
EU27,Sn,concentrate,1870,0.0
EU27,Sn,refined_metal,1870,0.0
EU27,Sn,scrap,1870,0.0
CHN,Zn,concentrate,1870,0.0
CHN,Zn,refined_metal,1870,0.0
CHN,Zn,scrap,1870,0.0
CHN,Ni,concentrate,1870,0.0
CHN,Ni,refined_metal,1870,0.0
CHN,Ni,scrap,1870,0.0
CHN,Sn,concentrate,1870,0.0
CHN,Sn,refined_metal,1870,0.0
CHN,Sn,scrap,1870,0.0
ROW,Zn,concentrate,1870,0.0
ROW,Zn,refined_metal,1870,0.0
ROW,Zn,scrap,1870,0.0
ROW,Ni,concentrate,1870,0.0
ROW,Ni,refined_metal,1870,0.0
ROW,Ni,scrap,1870,0.0
ROW,Sn,concentrate,1870,0.0
ROW,Sn,refined_metal,1870,0.0
ROW,Sn,scrap,1870,0.0
EU27,Zn,concentrate,1871,0.0
EU27,Zn,refined_metal,1871,0.0
EU27,Zn,scrap,1871,0.0
EU27,Ni,concentrate,1871,0.0
EU27,Ni,refined_metal,1871,0.0
EU27,Ni,scrap,1871,0.0
EU27,Sn,concentrate,1871,0.0
EU27,Sn,refined_metal,1871,0.0
EU27,Sn,scrap,1871,0.0
CHN,Zn,concentrate,1871,0.0
CHN,Zn,refined_metal,1871,0.0
CHN,Zn,scrap,1871,0.0
CHN,Ni,concentrate,1871,0.0
CHN,Ni,refined_metal,1871,0.0
CHN,Ni,scrap,1871,0.0
CHN,Sn,concentrate,1871,0.0
CHN,Sn,refined_metal,1871,0.0
CHN,Sn,scrap,1871,0.0
ROW,Zn,concentrate,1871,0.0
ROW,Zn,refined_metal,1871,0.0
